"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat"
2012-08-18,"Arsenal","Sunderland","Fulham","Norwich","A","A","7.8","4.53",35.334,0
2012-08-18,"Arsenal","Sunderland","QPR","Swansea","A","A","7.8","3.98",31.044,0
2012-08-18,"Arsenal","Sunderland","West Brom","Liverpool","A","H","7.8","4.44",34.632,0
2012-08-19,"Manchester City","Southampton","Wigan","Chelsea","D","H","7.7","4.85",37.345,0
2012-08-19,"Manchester City","Southampton","Wigan","Chelsea","A","H","17.94","4.85",87.009,0
2012-08-19,"Manchester City","Southampton","Wigan","Chelsea","A","D","17.94","3.52",63.1488,0
2012-08-19,"Manchester City","Southampton","Wigan","Chelsea","A","A","17.94","1.76",31.5744,0
2012-08-25,"Aston Villa","Everton","Manchester United","Fulham","H","A","3.25","10.83",35.1975,0
2012-08-25,"Aston Villa","Everton","Manchester United","Fulham","D","A","3.27","10.83",35.4141,0
2012-08-25,"Chelsea","Newcastle","Manchester United","Fulham","A","D","6.91","5.29",36.5539,0
2012-08-25,"Chelsea","Newcastle","Manchester United","Fulham","D","A","4.31","10.83",46.6773,0
2012-08-25,"Chelsea","Newcastle","Manchester United","Fulham","A","A","6.91","10.83",74.8353,0
2012-08-25,"Chelsea","Newcastle","Tottenham","West Brom","A","A","6.91","6.01",41.5291,0
2012-08-25,"Manchester United","Fulham","Norwich","QPR","A","D","10.83","3.34",36.1722,0
2012-08-25,"Manchester United","Fulham","Norwich","QPR","A","A","10.83","3.04",32.9232,0
2012-08-25,"Manchester United","Fulham","Southampton","Wigan","A","D","10.83","3.35",36.2805,0
2012-08-25,"Manchester United","Fulham","Southampton","Wigan","A","A","10.83","3.45",37.3635,0
2012-08-25,"Manchester United","Fulham","Swansea","West Ham","A","D","10.83","3.31",35.8473,0
2012-08-25,"Manchester United","Fulham","Swansea","West Ham","A","A","10.83","3.52",38.1216,0
2012-08-25,"Manchester United","Fulham","Tottenham","West Brom","A","D","10.83","3.96",42.8868,0
2012-08-25,"Manchester United","Fulham","Tottenham","West Brom","D","A","5.29","6.01",31.7929,0
2012-08-25,"Manchester United","Fulham","Tottenham","West Brom","A","A","10.83","6.01",65.0883,0
2012-09-01,"Manchester City","QPR","Swansea","Sunderland","A","D","14.61","3.37",49.2357,0
2012-09-01,"Manchester City","QPR","Swansea","Sunderland","A","A","14.61","3.71",54.2031,0
2012-09-01,"Manchester City","QPR","Tottenham","Norwich","D","D","7","4.85",33.95,0
